,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
3789,47,management,married,tertiary,no,0,no,no,cellular,27,oct,508,1,-1,0,unknown
2611,33,blue-collar,single,secondary,no,-320,no,no,cellular,18,may,268,2,-1,0,unknown
4348,60,retired,married,tertiary,no,225,no,no,cellular,19,aug,54,2,-1,0,unknown
3893,40,blue-collar,married,secondary,no,61,yes,no,unknown,7,may,112,3,-1,0,unknown
2527,36,services,single,secondary,no,398,yes,yes,unknown,17,jun,77,2,-1,0,unknown
2919,44,management,married,tertiary,no,7635,no,no,cellular,21,aug,719,5,-1,0,unknown
3375,50,blue-collar,married,unknown,no,452,no,no,cellular,20,aug,181,2,-1,0,unknown
171,37,management,single,tertiary,no,37,no,no,cellular,28,jan,253,2,-1,0,unknown
2445,35,housemaid,married,tertiary,no,20,yes,yes,cellular,17,jul,505,3,-1,0,unknown
519,61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other
1885,36,technician,married,tertiary,no,60,no,no,cellular,19,aug,209,2,-1,0,unknown
3141,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure
3609,55,management,married,tertiary,no,0,yes,no,unknown,14,may,159,2,-1,0,unknown
3163,31,technician,single,secondary,no,373,no,no,cellular,22,aug,346,5,-1,0,unknown
3991,31,admin.,single,secondary,no,5527,yes,no,unknown,21,may,132,1,-1,0,unknown
3593,42,blue-collar,single,primary,no,1628,yes,no,cellular,5,feb,119,1,195,8,success
3912,36,management,married,secondary,no,80,yes,no,unknown,30,may,251,3,-1,0,unknown
1521,38,blue-collar,married,secondary,no,1663,yes,no,cellular,13,apr,217,3,327,1,failure
1136,36,services,single,secondary,no,1482,yes,no,cellular,18,nov,177,2,174,1,other
4357,38,blue-collar,married,secondary,no,213,yes,no,unknown,16,jun,270,15,-1,0,unknown
1493,39,technician,single,tertiary,no,-41,no,yes,cellular,25,aug,40,15,-1,0,unknown
2260,47,services,divorced,secondary,no,691,no,no,cellular,6,feb,285,6,-1,0,unknown
4017,59,self-employed,married,tertiary,no,3800,no,yes,cellular,9,jul,70,1,-1,0,unknown
2316,43,entrepreneur,married,tertiary,no,13342,yes,no,cellular,18,nov,465,1,-1,0,unknown
3839,51,technician,divorced,secondary,no,2323,yes,yes,cellular,18,aug,151,10,-1,0,unknown
3386,32,blue-collar,married,secondary,no,517,yes,no,unknown,5,may,528,1,-1,0,unknown
875,37,admin.,married,secondary,no,11303,no,no,cellular,26,may,500,2,-1,0,unknown
3685,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown
644,32,entrepreneur,single,tertiary,no,890,yes,yes,cellular,28,aug,27,10,-1,0,unknown
3746,50,management,married,tertiary,no,-470,yes,no,cellular,19,nov,130,2,160,1,failure
2646,40,management,married,tertiary,no,1734,yes,no,unknown,2,jun,169,1,-1,0,unknown
1587,31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,217,5,-1,0,unknown
16,56,technician,married,secondary,no,4073,no,no,cellular,27,aug,239,5,-1,0,unknown
3738,35,blue-collar,married,primary,no,422,yes,no,cellular,14,may,73,1,-1,0,unknown
1685,31,services,married,secondary,no,1062,yes,yes,cellular,6,apr,230,1,-1,0,unknown
1615,34,management,married,tertiary,no,417,yes,no,cellular,18,nov,138,1,-1,0,unknown
60,41,blue-collar,married,primary,no,-516,no,yes,telephone,8,jul,554,3,-1,0,unknown
2097,52,management,divorced,tertiary,no,50,yes,no,unknown,12,jun,84,3,-1,0,unknown
3966,41,technician,divorced,secondary,no,52,no,no,cellular,20,aug,261,2,-1,0,unknown
3601,39,blue-collar,married,secondary,no,293,yes,no,unknown,23,may,160,3,-1,0,unknown
3282,45,admin.,married,secondary,no,295,yes,no,cellular,23,jul,92,1,-1,0,unknown
2428,28,services,single,secondary,no,229,yes,no,unknown,9,may,322,1,-1,0,unknown
3963,60,unknown,married,unknown,no,7337,no,no,cellular,4,aug,122,1,-1,0,unknown
3069,39,blue-collar,married,primary,no,800,yes,no,cellular,19,nov,76,6,-1,0,unknown
2685,45,admin.,divorced,secondary,no,0,no,no,cellular,29,oct,264,1,-1,0,unknown
3031,44,management,married,tertiary,no,332,yes,no,cellular,23,jul,497,5,-1,0,unknown
2305,34,services,divorced,secondary,no,202,yes,no,unknown,15,may,318,1,-1,0,unknown
553,42,self-employed,married,tertiary,no,1932,yes,no,unknown,16,may,192,32,-1,0,unknown
2166,47,technician,married,secondary,no,826,yes,no,telephone,18,nov,195,3,112,8,other
515,45,unemployed,divorced,primary,no,757,no,no,cellular,20,apr,103,1,325,4,failure
2597,35,blue-collar,divorced,primary,no,-587,yes,no,unknown,26,may,111,1,-1,0,unknown
4059,42,technician,divorced,secondary,no,1533,no,yes,cellular,5,aug,86,1,-1,0,unknown
2594,48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown
1151,44,admin.,married,secondary,no,205,no,no,cellular,3,nov,289,1,-1,0,unknown
348,44,admin.,married,secondary,no,0,yes,yes,unknown,16,may,159,1,-1,0,unknown
165,31,admin.,single,secondary,no,2104,yes,no,unknown,3,jun,455,1,-1,0,unknown
386,48,management,married,tertiary,no,6613,no,no,unknown,17,jun,159,3,-1,0,unknown
2830,30,admin.,married,secondary,no,2678,yes,no,cellular,18,may,23,5,-1,0,unknown
4214,36,student,single,unknown,no,386,no,no,unknown,18,jun,359,2,-1,0,unknown
3313,36,services,married,primary,no,179,no,no,unknown,9,jun,411,1,-1,0,unknown
729,47,management,single,tertiary,no,153,yes,no,cellular,18,nov,192,2,-1,0,unknown
3640,34,blue-collar,married,primary,no,428,yes,no,cellular,18,may,59,2,-1,0,unknown
1116,28,management,married,tertiary,no,318,yes,no,unknown,27,may,4,4,-1,0,unknown
2786,28,blue-collar,single,secondary,no,6307,yes,no,unknown,28,may,615,1,-1,0,unknown
1926,31,technician,single,secondary,no,391,no,no,cellular,13,aug,336,2,-1,0,unknown
503,19,student,single,primary,no,103,no,no,cellular,10,jul,104,2,-1,0,unknown
430,53,management,married,primary,no,995,no,no,cellular,4,feb,200,3,-1,0,unknown
1479,31,blue-collar,married,primary,no,620,no,no,cellular,30,mar,95,1,-1,0,unknown
3376,42,blue-collar,single,secondary,no,382,yes,no,cellular,13,may,294,1,-1,0,unknown
4083,51,management,married,tertiary,no,1612,no,no,cellular,16,mar,384,1,182,5,failure
124,51,management,single,tertiary,yes,-55,yes,no,cellular,11,may,281,2,266,6,failure
2129,41,admin.,married,primary,no,-306,yes,no,unknown,15,may,500,1,-1,0,unknown
3152,47,housemaid,married,primary,no,0,no,no,cellular,10,aug,1225,2,-1,0,unknown
1927,71,retired,married,primary,no,4657,no,no,cellular,16,feb,93,5,-1,0,unknown
2629,56,unemployed,divorced,primary,no,1770,no,no,cellular,5,feb,916,3,-1,0,unknown
3262,58,blue-collar,divorced,secondary,no,314,no,no,unknown,25,jun,67,2,-1,0,unknown
962,52,admin.,married,secondary,no,2347,no,yes,cellular,12,aug,603,3,-1,0,unknown
3131,51,housemaid,married,secondary,no,260,no,no,cellular,27,aug,316,5,-1,0,unknown
2107,35,management,divorced,tertiary,no,649,no,no,cellular,16,apr,177,1,-1,0,unknown
1036,53,technician,married,secondary,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown
767,42,admin.,single,secondary,no,1022,yes,no,unknown,5,may,146,2,-1,0,unknown
2711,47,unknown,married,unknown,no,677,no,no,cellular,7,aug,384,1,99,4,success
1422,79,retired,married,secondary,no,4738,no,no,telephone,9,jul,151,5,-1,0,unknown
1400,35,technician,married,secondary,no,2,no,no,telephone,28,jan,653,3,-1,0,unknown
324,47,blue-collar,married,primary,no,214,yes,yes,unknown,9,jun,168,1,-1,0,unknown
2052,53,admin.,married,secondary,no,263,no,yes,cellular,18,jul,143,7,-1,0,unknown
2900,32,management,single,tertiary,no,697,no,no,cellular,7,aug,119,1,99,3,failure
775,37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown
3401,32,unemployed,single,tertiary,no,336,yes,no,unknown,8,may,139,1,-1,0,unknown
2502,32,admin.,married,secondary,no,0,no,no,cellular,30,jan,119,3,-1,0,unknown
2246,28,admin.,single,secondary,no,89,yes,yes,cellular,6,feb,172,2,-1,0,unknown
3925,48,technician,married,secondary,no,17,yes,yes,cellular,17,nov,81,1,-1,0,unknown
820,50,management,married,secondary,yes,421,no,no,cellular,20,nov,22,5,-1,0,unknown
418,39,self-employed,married,secondary,no,167,yes,yes,cellular,17,jul,330,1,-1,0,unknown
2041,73,retired,married,primary,no,154,no,no,cellular,15,oct,103,1,-1,0,unknown
543,48,blue-collar,married,secondary,no,157,yes,no,unknown,6,may,73,1,-1,0,unknown
1630,32,management,divorced,tertiary,no,1,yes,no,unknown,8,may,399,4,-1,0,unknown
452,27,technician,married,secondary,no,1577,yes,yes,unknown,28,may,266,2,-1,0,unknown
1198,53,technician,divorced,secondary,no,320,no,no,cellular,9,jul,175,1,-1,0,unknown
3964,39,management,single,secondary,no,835,yes,no,unknown,29,may,587,4,-1,0,unknown
4434,35,technician,single,secondary,no,175,yes,no,cellular,29,jan,219,1,246,1,failure
712,28,technician,single,tertiary,no,102,no,no,cellular,28,jan,321,2,-1,0,unknown
459,43,management,divorced,tertiary,no,36,no,no,cellular,26,may,118,1,102,2,failure
2554,36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185,3,-1,0,unknown
2970,35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown
1829,32,technician,married,secondary,no,253,yes,no,unknown,4,jun,257,3,-1,0,unknown
2619,49,services,married,secondary,no,823,no,no,cellular,8,aug,780,4,-1,0,unknown
662,38,technician,single,tertiary,no,25,yes,no,cellular,1,jun,232,2,-1,0,unknown
3301,60,services,married,tertiary,no,4256,yes,no,cellular,16,aug,239,3,761,1,other
4149,49,management,married,tertiary,no,92,yes,no,unknown,6,may,221,2,-1,0,unknown
4247,32,management,single,tertiary,no,0,no,no,cellular,21,nov,9,6,-1,0,unknown
