,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
3006,51,self-employed,married,unknown,no,2094,no,no,cellular,8,jun,458,6,-1,0,unknown
1686,47,technician,married,secondary,no,302,yes,no,unknown,20,jun,89,3,-1,0,unknown
2285,44,services,married,secondary,no,5780,yes,no,cellular,1,apr,525,2,-1,0,unknown
671,44,technician,married,secondary,no,310,yes,no,cellular,6,feb,200,1,253,1,failure
2600,45,management,divorced,tertiary,no,959,no,no,unknown,18,jun,74,1,-1,0,unknown
620,33,blue-collar,married,primary,no,3704,yes,no,unknown,6,jun,447,2,-1,0,unknown
3880,34,management,single,tertiary,no,340,yes,no,unknown,3,jun,633,28,-1,0,unknown
2080,34,services,divorced,secondary,no,44,no,no,unknown,9,jun,118,1,-1,0,unknown
1344,28,management,single,secondary,no,171,no,no,cellular,10,mar,93,1,-1,0,unknown
711,35,housemaid,divorced,secondary,no,39,no,no,cellular,31,jul,149,2,-1,0,unknown
410,49,management,married,tertiary,no,322,no,no,cellular,6,aug,72,4,-1,0,unknown
539,41,admin.,married,secondary,no,920,yes,yes,unknown,27,may,239,1,-1,0,unknown
4517,57,self-employed,married,tertiary,yes,-3313,yes,yes,unknown,9,may,153,1,-1,0,unknown
2954,51,services,married,secondary,no,0,no,yes,unknown,26,jun,565,3,-1,0,unknown
3410,36,management,married,tertiary,no,9324,yes,no,cellular,30,mar,138,8,-1,0,unknown
947,40,services,single,secondary,no,888,yes,no,unknown,12,may,169,2,-1,0,unknown
361,42,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,209,2,-1,0,unknown
4158,43,blue-collar,married,primary,no,483,yes,no,cellular,12,may,225,3,-1,0,unknown
1627,31,blue-collar,married,secondary,no,897,yes,no,unknown,20,may,26,2,-1,0,unknown
2783,34,technician,single,tertiary,no,632,no,no,cellular,22,aug,215,10,-1,0,unknown
4509,51,technician,married,tertiary,no,2506,no,no,cellular,30,nov,210,3,-1,0,unknown
3918,45,technician,married,secondary,no,49,no,no,cellular,29,jul,65,2,-1,0,unknown
1873,53,blue-collar,married,primary,no,4143,no,no,cellular,15,jul,200,3,-1,0,unknown
4330,40,management,single,tertiary,no,36,yes,no,unknown,27,may,240,3,-1,0,unknown
880,26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success
2314,54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,jul,98,1,-1,0,unknown
1084,26,services,divorced,secondary,no,74,yes,no,unknown,23,may,106,6,-1,0,unknown
1895,29,services,single,secondary,no,192,no,no,cellular,30,jan,327,4,-1,0,unknown
1756,32,management,married,tertiary,no,-55,yes,no,cellular,26,aug,107,4,-1,0,unknown
1684,42,blue-collar,single,primary,no,1322,yes,yes,cellular,8,jul,178,1,-1,0,unknown
684,28,services,single,secondary,no,168,no,no,cellular,1,jun,347,3,140,2,success
3569,50,management,married,tertiary,no,78,yes,no,cellular,14,jan,218,3,161,9,other
2060,43,blue-collar,married,primary,no,-93,yes,no,unknown,26,may,402,2,-1,0,unknown
4201,36,unemployed,married,secondary,no,-872,yes,yes,cellular,20,nov,153,1,183,1,failure
3980,45,blue-collar,married,secondary,no,784,yes,yes,unknown,3,jun,34,1,-1,0,unknown
1721,60,retired,married,secondary,no,262,no,no,cellular,18,aug,393,4,-1,0,unknown
351,35,management,married,tertiary,yes,32,yes,no,cellular,21,nov,180,1,-1,0,unknown
4478,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown
1421,28,admin.,married,secondary,no,-97,yes,no,cellular,29,jan,79,1,225,2,success
2330,26,technician,single,secondary,no,7,yes,no,cellular,22,jul,188,2,-1,0,unknown
2832,36,management,married,tertiary,no,1582,no,no,telephone,3,feb,26,2,197,1,failure
3242,27,technician,single,secondary,no,15,yes,no,cellular,25,jul,67,3,-1,0,unknown
2177,27,student,single,secondary,no,671,yes,no,unknown,7,may,332,2,-1,0,unknown
3682,43,management,divorced,tertiary,no,497,no,no,cellular,13,may,66,1,363,22,failure
2942,34,technician,married,tertiary,no,544,yes,yes,cellular,18,nov,58,2,-1,0,unknown
284,40,student,married,secondary,no,260,no,no,unknown,20,jun,197,6,-1,0,unknown
400,35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown
3669,42,admin.,single,secondary,no,30,yes,no,cellular,4,feb,98,1,266,3,failure
3656,33,student,single,unknown,no,5969,no,no,cellular,4,sep,156,2,127,8,failure
3127,46,technician,married,secondary,no,966,yes,yes,cellular,19,aug,40,2,-1,0,unknown
1259,37,services,single,secondary,no,1050,yes,no,cellular,3,feb,586,3,-1,0,unknown
1785,32,blue-collar,married,secondary,no,300,no,no,cellular,6,feb,166,2,-1,0,unknown
2714,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure
752,31,blue-collar,married,primary,no,352,yes,no,unknown,19,may,97,9,-1,0,unknown
1882,34,technician,single,secondary,no,440,yes,no,cellular,6,may,445,2,345,2,failure
2838,33,technician,married,secondary,no,58,yes,no,telephone,29,aug,57,2,-1,0,unknown
4324,50,management,divorced,tertiary,no,100,yes,yes,cellular,13,may,157,1,299,3,failure
4131,34,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265,1,-1,0,unknown
4341,33,technician,divorced,secondary,no,0,no,no,cellular,21,aug,224,8,-1,0,unknown
2227,34,management,single,tertiary,no,6766,no,no,cellular,28,aug,210,5,-1,0,unknown
4143,42,self-employed,married,tertiary,no,753,no,no,unknown,17,jun,31,1,-1,0,unknown
4227,45,blue-collar,divorced,primary,no,0,yes,no,cellular,21,jul,211,2,-1,0,unknown
2416,32,management,single,tertiary,no,1731,yes,yes,unknown,29,may,323,3,-1,0,unknown
1398,34,technician,single,secondary,no,341,no,yes,cellular,29,jan,136,1,262,3,failure
1483,43,technician,single,tertiary,no,27733,yes,no,unknown,3,jun,164,7,-1,0,unknown
4288,44,technician,divorced,secondary,no,0,no,no,cellular,28,jul,264,5,-1,0,unknown
2536,56,entrepreneur,divorced,primary,no,29,no,no,cellular,29,jan,52,2,227,1,failure
2735,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown
4003,26,student,single,secondary,no,-147,no,no,unknown,4,jun,95,2,-1,0,unknown
75,54,management,divorced,tertiary,no,3222,no,no,cellular,14,aug,67,2,-1,0,unknown
1301,30,management,single,tertiary,no,329,yes,no,unknown,6,jun,122,16,-1,0,unknown
3016,39,technician,single,secondary,no,122,yes,no,unknown,2,jun,158,1,-1,0,unknown
4511,46,blue-collar,married,secondary,no,668,yes,no,unknown,15,may,1263,2,-1,0,unknown
706,33,technician,single,tertiary,no,123,no,no,cellular,19,aug,264,1,-1,0,unknown
93,32,management,single,tertiary,no,3616,no,no,cellular,14,aug,165,2,-1,0,unknown
4175,27,student,single,tertiary,no,-148,yes,no,cellular,11,sep,146,3,224,1,other
1234,35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown
2381,30,unemployed,married,secondary,no,1210,no,no,cellular,9,jul,100,4,-1,0,unknown
3622,31,technician,single,tertiary,no,614,no,no,cellular,11,aug,72,4,-1,0,unknown
1183,32,self-employed,married,secondary,no,-33,yes,no,unknown,28,may,234,3,-1,0,unknown
3808,25,technician,single,secondary,no,2157,yes,no,cellular,21,jul,339,1,-1,0,unknown
3280,60,blue-collar,married,unknown,no,104,yes,no,unknown,5,may,22,1,-1,0,unknown
646,56,technician,married,tertiary,no,272,no,no,cellular,26,aug,103,2,-1,0,unknown
2802,34,blue-collar,married,secondary,no,516,yes,yes,unknown,2,jun,26,1,-1,0,unknown
2312,34,admin.,married,secondary,no,50,yes,no,unknown,20,may,89,2,-1,0,unknown
1439,30,blue-collar,married,secondary,no,501,yes,yes,unknown,27,may,514,1,-1,0,unknown
2021,41,technician,married,tertiary,no,0,no,no,unknown,20,jun,95,1,-1,0,unknown
3460,24,services,married,secondary,yes,110,yes,no,unknown,23,may,27,1,-1,0,unknown
2482,62,housemaid,married,secondary,no,565,no,no,cellular,4,sep,123,3,-1,0,unknown
3056,23,services,single,secondary,no,500,yes,no,unknown,4,jun,111,3,-1,0,unknown
2232,38,technician,married,secondary,no,7696,yes,no,cellular,20,nov,386,2,-1,0,unknown
2172,31,blue-collar,single,primary,no,-495,yes,no,unknown,29,may,334,2,-1,0,unknown
1399,33,technician,single,tertiary,no,316,no,no,cellular,21,aug,126,3,-1,0,unknown
910,40,blue-collar,married,secondary,no,952,no,yes,unknown,12,jun,140,1,-1,0,unknown
1677,33,self-employed,married,tertiary,no,263,no,no,cellular,4,may,119,2,-1,0,unknown
1670,31,services,single,secondary,no,0,yes,no,unknown,28,may,231,2,-1,0,unknown
1474,44,admin.,divorced,secondary,no,432,no,no,cellular,9,feb,132,3,-1,0,unknown
1770,38,blue-collar,single,secondary,no,-1,yes,no,unknown,7,may,72,1,-1,0,unknown
4182,50,blue-collar,married,secondary,no,579,no,no,cellular,26,aug,83,4,-1,0,unknown
3166,42,blue-collar,married,primary,no,1156,yes,no,telephone,20,apr,37,1,-1,0,unknown
1954,49,retired,married,primary,no,-37,no,no,unknown,4,jul,191,2,-1,0,unknown
3414,38,technician,single,secondary,no,173,no,no,cellular,29,aug,150,4,-1,0,unknown
3487,39,entrepreneur,married,unknown,no,98,yes,no,telephone,15,may,59,3,367,1,other
310,49,blue-collar,married,secondary,no,8545,yes,yes,cellular,6,may,199,7,167,1,failure
4137,59,unknown,married,unknown,no,3940,no,no,unknown,5,jun,48,2,-1,0,unknown
316,46,blue-collar,married,secondary,no,182,no,no,cellular,4,feb,56,1,-1,0,unknown
4391,39,self-employed,married,secondary,no,266,no,no,cellular,11,may,102,2,-1,0,unknown
1373,56,blue-collar,married,primary,no,379,no,no,cellular,13,aug,58,5,-1,0,unknown
3019,37,technician,divorced,secondary,no,2610,yes,no,cellular,13,may,53,1,-1,0,unknown
117,22,admin.,single,secondary,no,4111,no,yes,cellular,19,aug,65,1,-1,0,unknown
3420,36,management,single,tertiary,no,1283,no,no,cellular,18,aug,92,5,-1,0,unknown
504,41,management,married,tertiary,no,3872,no,no,cellular,15,oct,231,1,-1,0,unknown
3191,46,blue-collar,married,secondary,no,137,no,no,unknown,20,jun,252,3,-1,0,unknown
3072,55,management,married,tertiary,no,2366,yes,yes,cellular,30,jul,94,4,-1,0,unknown
3599,59,blue-collar,married,primary,no,2814,no,no,unknown,20,jun,81,3,-1,0,unknown
3694,44,management,married,secondary,yes,0,yes,no,cellular,11,jul,96,2,-1,0,unknown
982,54,blue-collar,married,secondary,no,1291,yes,no,unknown,5,may,266,1,-1,0,unknown
4289,56,admin.,married,secondary,no,1504,yes,no,unknown,29,may,66,2,-1,0,unknown
1307,41,blue-collar,married,secondary,no,1459,no,no,unknown,5,jun,82,1,-1,0,unknown
4349,60,retired,divorced,tertiary,no,2131,no,no,cellular,10,jul,421,6,-1,0,unknown
994,59,housemaid,married,primary,no,0,no,no,cellular,27,aug,76,11,-1,0,unknown
1536,32,technician,single,secondary,no,2979,no,no,cellular,25,may,156,1,-1,0,unknown
1622,45,blue-collar,single,primary,yes,-183,no,yes,cellular,15,jul,395,4,-1,0,unknown
4506,42,unemployed,divorced,tertiary,no,-166,no,no,cellular,29,aug,85,4,-1,0,unknown
936,50,entrepreneur,divorced,tertiary,no,1790,no,yes,cellular,6,feb,748,3,-1,0,unknown
1435,64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,3,-1,0,unknown
1682,34,unemployed,single,tertiary,no,415,no,no,cellular,12,aug,123,1,-1,0,unknown
1143,57,housemaid,married,primary,no,501,yes,yes,cellular,7,aug,59,2,-1,0,unknown
1939,45,technician,married,secondary,no,315,yes,no,cellular,30,jun,103,1,-1,0,unknown
489,33,management,married,tertiary,no,641,yes,no,cellular,13,aug,347,2,-1,0,unknown
708,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown
423,37,management,single,tertiary,no,876,yes,no,cellular,15,apr,140,4,327,2,failure
57,33,self-employed,single,tertiary,no,2155,no,no,cellular,17,nov,295,1,-1,0,unknown
1937,30,unemployed,single,secondary,yes,-770,yes,no,unknown,28,may,87,1,-1,0,unknown
3869,36,management,divorced,tertiary,no,649,no,no,cellular,16,jul,237,2,91,1,failure
2907,44,technician,married,tertiary,no,1707,no,no,cellular,8,aug,406,3,-1,0,unknown
2603,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown
1077,38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,failure
3138,36,management,married,tertiary,no,23,no,no,cellular,26,aug,133,11,-1,0,unknown
2462,30,services,married,tertiary,no,1380,yes,no,unknown,21,may,294,2,-1,0,unknown
4476,42,management,married,tertiary,no,603,yes,no,cellular,5,nov,298,5,-1,0,unknown
1557,28,student,single,tertiary,no,1562,no,no,cellular,15,feb,659,4,-1,0,unknown
1546,53,blue-collar,married,secondary,no,0,no,no,telephone,31,jul,36,4,-1,0,unknown
154,39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown
3249,58,housemaid,married,primary,no,435,yes,no,telephone,28,jul,122,6,-1,0,unknown
140,32,management,divorced,tertiary,no,948,no,no,cellular,12,aug,204,2,-1,0,unknown
908,30,services,single,secondary,no,3485,no,no,cellular,2,feb,142,2,-1,0,unknown
3930,51,retired,divorced,secondary,no,1679,no,no,cellular,12,aug,417,1,365,9,other
2095,35,blue-collar,married,primary,no,319,yes,no,cellular,16,jul,221,1,-1,0,unknown
3380,33,blue-collar,single,secondary,no,142,yes,no,cellular,14,may,123,1,360,3,other
4385,32,entrepreneur,divorced,secondary,no,1121,yes,yes,cellular,16,apr,211,3,-1,0,unknown
2413,36,services,married,secondary,no,257,yes,no,cellular,12,may,86,2,-1,0,unknown
3273,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,may,291,2,-1,0,unknown
2126,54,blue-collar,married,primary,no,781,yes,no,unknown,9,may,103,2,-1,0,unknown
3891,39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown
2278,34,technician,single,secondary,no,943,no,no,cellular,29,aug,96,4,-1,0,unknown
4347,32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure
3444,42,technician,divorced,secondary,no,2974,yes,no,unknown,21,may,187,5,-1,0,unknown
2820,34,management,married,tertiary,no,1116,yes,no,cellular,25,jul,53,5,-1,0,unknown
3663,37,blue-collar,married,secondary,no,196,yes,no,unknown,5,jun,66,3,-1,0,unknown
673,33,management,married,tertiary,no,1808,yes,no,unknown,4,jun,99,4,-1,0,unknown
617,31,management,single,secondary,no,36,no,no,cellular,27,aug,105,2,-1,0,unknown
3580,38,entrepreneur,married,tertiary,no,6704,yes,no,unknown,21,may,205,2,-1,0,unknown
2858,33,management,single,secondary,no,1558,yes,no,cellular,17,apr,97,1,-1,0,unknown
3374,33,blue-collar,married,secondary,no,26,yes,no,cellular,17,apr,342,3,332,1,other
2677,60,retired,married,primary,no,0,no,no,telephone,30,jul,130,3,-1,0,unknown
551,34,technician,married,secondary,no,-228,yes,no,cellular,20,apr,187,3,332,3,other
204,29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,1,-1,0,unknown
1203,48,retired,married,primary,no,5173,yes,no,unknown,18,jun,88,8,-1,0,unknown
4512,40,blue-collar,married,secondary,no,1100,yes,no,unknown,29,may,660,2,-1,0,unknown
3788,46,self-employed,married,secondary,no,390,yes,no,cellular,31,jul,208,2,-1,0,unknown
2899,46,blue-collar,married,secondary,no,123,no,no,cellular,20,aug,381,3,-1,0,unknown
4393,30,technician,married,tertiary,no,101,yes,yes,cellular,7,jul,187,3,-1,0,unknown
1065,30,unemployed,married,tertiary,no,0,yes,no,cellular,18,nov,756,1,-1,0,unknown
76,41,blue-collar,divorced,secondary,no,174,yes,no,cellular,14,may,367,2,297,1,other
1489,27,unknown,single,tertiary,no,6421,no,no,telephone,28,jan,147,4,-1,0,unknown
3028,34,admin.,married,secondary,no,79,yes,no,unknown,23,may,83,1,-1,0,unknown
486,55,services,divorced,secondary,yes,-404,yes,no,cellular,22,jul,502,3,-1,0,unknown
1396,32,blue-collar,married,secondary,no,687,yes,no,unknown,9,may,61,1,-1,0,unknown
265,40,self-employed,married,secondary,no,1516,yes,yes,unknown,23,may,373,1,-1,0,unknown
1793,39,admin.,divorced,secondary,no,399,yes,yes,cellular,14,aug,133,2,-1,0,unknown
718,40,blue-collar,married,secondary,no,498,yes,no,cellular,8,may,55,2,298,4,failure
2706,41,management,married,unknown,no,2457,yes,no,unknown,9,may,285,1,-1,0,unknown
2576,31,services,single,secondary,no,469,no,yes,cellular,2,feb,111,1,-1,0,unknown
1057,23,management,single,tertiary,no,736,yes,no,cellular,30,apr,119,1,-1,0,unknown
898,35,blue-collar,married,primary,no,793,yes,no,cellular,17,apr,106,1,-1,0,unknown
2758,57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown
4119,52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown
2859,23,blue-collar,single,primary,no,8627,yes,no,cellular,15,may,169,1,346,1,failure
1822,31,management,married,tertiary,no,156,no,no,cellular,13,aug,657,7,-1,0,unknown
1470,55,blue-collar,married,primary,no,4103,no,no,cellular,19,nov,291,1,-1,0,unknown
1716,51,technician,married,primary,no,1550,no,no,unknown,20,jun,12,5,-1,0,unknown
79,40,unemployed,married,secondary,no,219,yes,no,cellular,17,nov,204,2,196,1,failure
594,37,unemployed,single,tertiary,yes,0,yes,no,cellular,10,jul,108,1,-1,0,unknown
905,28,services,single,secondary,no,198,no,no,cellular,5,jul,128,2,-1,0,unknown
614,39,technician,married,tertiary,no,1161,yes,no,cellular,9,apr,236,1,336,1,failure
4481,43,services,married,secondary,no,642,no,no,cellular,31,jul,644,2,-1,0,unknown
3114,28,services,single,secondary,no,94,yes,no,cellular,16,apr,300,1,-1,0,unknown
3462,34,blue-collar,married,secondary,no,360,yes,no,telephone,19,nov,46,1,182,2,failure
2298,39,entrepreneur,married,tertiary,no,2644,yes,no,unknown,20,may,253,1,-1,0,unknown
461,50,blue-collar,married,secondary,no,283,yes,no,cellular,7,aug,226,3,-1,0,unknown
3074,34,entrepreneur,married,tertiary,no,475,yes,yes,cellular,9,jul,1156,1,-1,0,unknown
1532,33,technician,married,secondary,no,133,no,no,cellular,4,may,218,1,-1,0,unknown
3395,40,entrepreneur,married,secondary,no,1416,yes,no,unknown,14,may,210,2,-1,0,unknown
2327,41,admin.,married,secondary,no,8238,yes,yes,unknown,30,may,124,4,-1,0,unknown
973,37,technician,single,secondary,no,5436,yes,no,cellular,6,may,7,11,351,1,failure
1798,38,technician,married,tertiary,no,45,no,no,cellular,22,jul,125,4,-1,0,unknown
1171,36,admin.,single,secondary,no,0,no,no,cellular,20,apr,637,1,-1,0,unknown
4361,30,management,married,tertiary,no,42,no,no,cellular,25,aug,115,6,-1,0,unknown
10,39,services,married,secondary,no,9374,yes,no,unknown,20,may,273,1,-1,0,unknown
500,32,management,single,tertiary,no,12607,no,no,cellular,14,aug,203,5,84,1,failure
2296,32,blue-collar,married,secondary,no,1905,yes,no,cellular,16,jul,709,2,-1,0,unknown
1562,43,blue-collar,married,primary,no,7727,yes,no,unknown,15,may,302,8,-1,0,unknown
2456,59,technician,married,primary,no,3163,yes,no,unknown,29,may,240,2,-1,0,unknown
1318,34,technician,married,secondary,no,-346,no,no,cellular,13,aug,136,4,-1,0,unknown
3557,57,retired,married,tertiary,no,1180,yes,yes,unknown,14,may,191,2,-1,0,unknown
3617,42,blue-collar,married,secondary,no,-422,no,no,cellular,9,jul,31,1,-1,0,unknown
3697,57,admin.,divorced,primary,no,179,yes,no,cellular,15,may,67,1,368,2,failure
583,33,management,single,tertiary,no,-53,no,no,cellular,29,jan,617,2,-1,0,unknown
407,39,technician,married,secondary,no,130,no,no,cellular,8,jul,202,2,-1,0,unknown
2256,41,management,single,secondary,no,764,no,no,cellular,12,jun,230,2,-1,0,unknown
3742,37,self-employed,married,tertiary,no,137,no,no,cellular,13,aug,244,6,-1,0,unknown
4315,37,admin.,married,secondary,no,749,no,no,cellular,21,apr,219,1,-1,0,unknown
4364,63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown
139,60,management,married,unknown,no,6313,no,no,unknown,19,jun,39,2,-1,0,unknown
2550,41,management,married,tertiary,no,251,no,yes,unknown,6,jun,85,3,-1,0,unknown
944,40,blue-collar,married,secondary,no,1451,no,no,cellular,1,jun,314,1,-1,0,unknown
1173,34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success
560,34,technician,married,secondary,no,1464,yes,no,unknown,23,may,350,1,-1,0,unknown
610,50,services,single,secondary,no,72,no,no,unknown,8,may,141,2,-1,0,unknown
2035,51,technician,divorced,tertiary,no,0,no,no,cellular,28,aug,84,7,-1,0,unknown
3291,48,technician,married,tertiary,no,9207,no,no,cellular,18,aug,445,3,-1,0,unknown
280,59,self-employed,married,tertiary,no,593,no,no,unknown,13,may,64,2,-1,0,unknown
2471,22,student,single,secondary,no,2488,no,no,cellular,8,nov,449,2,38,10,other
1628,38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure
3901,52,admin.,married,secondary,no,395,yes,no,unknown,15,may,391,3,-1,0,unknown
577,38,management,married,tertiary,no,-558,yes,no,cellular,21,jul,533,1,-1,0,unknown
391,28,blue-collar,single,primary,no,0,yes,yes,unknown,3,jun,380,4,-1,0,unknown
2137,59,blue-collar,married,primary,no,0,no,no,cellular,18,nov,167,2,-1,0,unknown
528,43,services,married,primary,no,2567,yes,no,cellular,14,may,109,1,360,2,failure
2967,46,blue-collar,divorced,primary,no,1712,no,no,unknown,19,jun,110,1,-1,0,unknown
3885,41,entrepreneur,married,secondary,no,1249,yes,no,cellular,9,jul,391,1,-1,0,unknown
4082,47,blue-collar,married,secondary,no,0,yes,no,cellular,21,jul,676,1,-1,0,unknown
3923,57,retired,married,primary,no,-464,yes,no,cellular,4,feb,75,1,190,6,failure
2698,34,management,married,tertiary,no,697,no,no,cellular,5,aug,166,1,-1,0,unknown
1586,42,management,single,tertiary,no,100,no,no,cellular,7,aug,64,2,-1,0,unknown
1849,52,entrepreneur,married,tertiary,no,0,no,no,unknown,19,jun,163,3,-1,0,unknown
4015,36,technician,married,secondary,no,5902,yes,no,unknown,23,may,219,4,-1,0,unknown
599,43,technician,divorced,secondary,no,1413,yes,no,telephone,28,jul,75,3,-1,0,unknown
2673,35,self-employed,married,tertiary,no,560,yes,no,cellular,2,apr,58,1,136,1,failure
700,29,services,married,secondary,no,3,yes,no,cellular,10,jul,183,1,-1,0,unknown
3648,31,technician,single,secondary,no,691,yes,no,cellular,8,may,198,1,-1,0,unknown
2538,44,management,married,secondary,no,-1746,yes,no,unknown,20,jun,218,1,-1,0,unknown
3832,47,technician,married,secondary,no,-938,yes,no,unknown,28,may,176,2,-1,0,unknown
3888,37,technician,divorced,secondary,no,23,no,no,cellular,20,aug,289,2,-1,0,unknown
3315,33,admin.,married,tertiary,no,79,yes,no,cellular,22,oct,249,2,335,2,failure
1339,40,technician,single,tertiary,no,226,no,no,cellular,15,jan,176,2,-1,0,unknown
3205,77,retired,married,primary,no,680,no,no,telephone,27,nov,341,4,94,3,failure
3210,50,management,married,secondary,no,732,no,no,cellular,7,apr,736,7,-1,0,unknown
3065,55,services,married,secondary,no,-31,no,yes,cellular,13,aug,81,2,-1,0,unknown
1315,49,blue-collar,married,tertiary,no,1784,no,no,unknown,12,jun,753,1,-1,0,unknown
1688,38,housemaid,married,secondary,no,-278,yes,no,cellular,28,jul,143,2,-1,0,unknown
2157,57,retired,married,secondary,no,523,no,yes,cellular,2,feb,49,6,-1,0,unknown
828,47,unemployed,married,primary,no,168,yes,no,telephone,30,jan,66,1,241,1,other
2479,34,technician,married,secondary,no,-136,yes,yes,cellular,12,aug,131,2,-1,0,unknown
2392,31,management,married,tertiary,no,1343,yes,yes,unknown,21,may,85,1,-1,0,unknown
2724,48,services,single,unknown,no,5095,yes,no,unknown,16,jun,71,1,-1,0,unknown
146,56,retired,married,primary,no,1906,no,yes,unknown,19,jun,45,9,-1,0,unknown
150,41,entrepreneur,married,unknown,no,89,yes,no,unknown,6,may,333,2,-1,0,unknown
1295,24,management,single,tertiary,no,172,no,no,cellular,3,jul,67,2,-1,0,unknown
1675,34,blue-collar,married,primary,no,1666,yes,no,unknown,31,mar,30,1,-1,0,unknown
3474,36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown
3913,48,management,married,primary,no,2537,no,no,cellular,26,aug,219,6,-1,0,unknown
3865,35,services,married,secondary,no,0,yes,no,cellular,18,may,146,2,-1,0,unknown
4436,36,technician,single,tertiary,no,40,no,no,cellular,26,aug,359,3,-1,0,unknown
999,20,student,single,secondary,no,291,no,no,telephone,11,may,172,5,371,5,failure
3135,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown
3173,33,technician,single,tertiary,no,137,no,no,cellular,25,aug,88,4,-1,0,unknown
4228,36,blue-collar,married,secondary,no,-206,yes,no,unknown,8,may,177,2,-1,0,unknown
3588,27,technician,single,secondary,no,842,no,no,cellular,30,jul,273,1,91,1,other
101,38,management,single,tertiary,no,493,yes,no,cellular,11,may,553,1,367,7,failure
2341,34,management,married,secondary,no,0,no,no,cellular,2,feb,270,1,-1,0,unknown
2803,37,services,married,secondary,no,1,no,no,unknown,15,may,395,2,-1,0,unknown
305,56,technician,married,secondary,no,205,no,yes,cellular,23,jul,442,2,-1,0,unknown
825,31,entrepreneur,single,tertiary,no,1957,no,no,cellular,4,feb,112,3,-1,0,unknown
916,36,blue-collar,married,secondary,no,13,no,no,unknown,3,jun,284,1,-1,0,unknown
3415,26,services,single,secondary,yes,-162,yes,no,cellular,15,may,44,2,-1,0,unknown
1441,49,unknown,married,unknown,no,301,no,no,cellular,14,aug,789,2,-1,0,unknown
345,36,blue-collar,single,secondary,no,219,yes,yes,cellular,11,may,270,2,347,1,failure
2228,47,technician,married,secondary,no,3973,no,no,cellular,6,aug,732,2,-1,0,unknown
2250,50,management,married,tertiary,no,207,yes,no,cellular,4,feb,99,1,-1,0,unknown
2742,47,blue-collar,married,secondary,no,1203,yes,no,cellular,17,apr,239,2,-1,0,unknown
575,58,retired,married,unknown,no,937,no,no,cellular,5,aug,155,1,-1,0,unknown
1394,26,technician,single,secondary,no,2610,yes,yes,unknown,2,jun,626,1,-1,0,unknown
3339,34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,unknown
2249,49,unemployed,divorced,tertiary,no,780,no,no,cellular,8,nov,148,1,871,2,failure
3034,29,services,married,primary,no,-102,no,no,unknown,4,jul,134,1,-1,0,unknown
3178,35,admin.,married,secondary,no,786,no,yes,cellular,25,jul,322,1,-1,0,unknown
1209,58,retired,single,secondary,no,1640,no,yes,cellular,4,feb,72,6,274,4,failure
1528,31,blue-collar,single,secondary,no,16,no,no,cellular,7,jul,387,1,-1,0,unknown
1913,48,housemaid,married,primary,no,7195,no,no,cellular,21,nov,609,2,-1,0,unknown
2406,36,services,married,secondary,no,3064,yes,no,telephone,11,may,1143,4,-1,0,unknown
2365,33,admin.,divorced,secondary,no,661,yes,no,cellular,18,nov,411,1,173,2,other
2997,31,technician,married,secondary,no,589,yes,yes,unknown,21,may,151,1,-1,0,unknown
1519,49,unemployed,married,secondary,no,769,yes,no,unknown,14,may,257,1,-1,0,unknown
1326,51,services,married,unknown,no,5801,yes,no,unknown,29,may,147,2,-1,0,unknown
3938,32,services,married,secondary,no,162,yes,no,unknown,14,may,297,2,-1,0,unknown
